brand,description,name,oos,price,short_description,url
PALACIOS VINOS DE FINCA,"Product Weight1.5 kgIn Trus there is the seed of Palacios Vinos de Finca. Founded in 1999, it was after the acquisition of the entire winery by Javier Palacios that it was redirected towards the territory as an expression to produce wines that express the typical characteristics of the Ribera, without stridencies and without excesses. The winery's estates are located in Piñel de abajo, Pesquera de Duero, Quintanilla de Arriba and we work with winegrowers from other areas of the D.O. such as Moradillo, Roa, Nava , Peñaranda or Baños de Valdearados. Trus, an acronym for Earth, Oak, Grape and Sun, aims to reflect the climatic year in its wines and that they are capable of survive in the bottle and win over the years.Tasting Notes :Medium Depth cherry red colour, clean and with good clarity. The nose is very intense, with a predominance of red fruit and primary aromas from alcoholic fermentation. Slight spicy notes from its time in the barrel. Fresh on the palate, with body and very integrated tannins. Its smooth palate invites us to continue drinking.Grape Varietal :TempranilloCountry :SpainSize :750 ml",TRUS ROBLE - TEMPRANILLO - RIBERA DEL DUERO - 2019,,33.8052.00,"In Trus there is the seed of Palacios Vinos de Finca. Founded in 1999, it was after the acquisition of the entire winery by Javier Palacios that it was redirected towards the territory as an expression to produce wines that express the typical characteristics of the Ribera, without stridencies and without excesses. The winery's estates are located in Piñel de abajo, Pesquera de Duero, Quintanilla de Arriba and we work with winegrowers from other areas of the D.O. such as Moradillo, Roa, Nava , Peñaranda or Baños de Valdearados. Trus, an acronym for Earth, Oak, Grape and Sun, aims to reflect the climatic year in its wines and that they are capable of survive in the bottle and win over the years.Read more",https://www.krisshop.com/en/product/96f383e240ec0790/trus-roble-tempranillo-ribera-del-duero-2019.html
PALACIOS VINOS DE FINCA,"Product Weight1.5 kgProelio is our Riojan winery dedicated to showing red wines that express privileged territories. A commitment to preserving the old, high-altitude vineyards of different areas of Rioja. The plots that make up the soul of Proelio, ""battle"" in Latin, are small pieces of land that remain standing in their fight against extinction: garnachas, tempranillos or gracianos from old and wise vines, which produce fruit capable of building living, expressive and long-lasting wines.Tasting Notes :A wine that speaks of the Sonsierra in Rioja Alta and Alavesa, of the landscapes of Alto Najerilla, Albelda de Iregua and the Moncalvillo slopes, a balanced combination of Tempranillo with small additions of Garnacha and Maturana. Old bush vines and a traditional ageing process result in a wine that is fruity, lively and fresh, balanced and softly textured.Grapes Varietal :TempranilloCountry :SpainSize :750 ml",PROELIO CRIANZA - TEMPRANILLO - RIOJA - 2016,,33.8052.00,"Proelio is our Riojan winery dedicated to showing red wines that express privileged territories. A commitment to preserving the old, high-altitude vineyards of different areas of Rioja. The plots that make up the soul of Proelio, ""battle"" in Latin, are small pieces of land that remain standing in their fight against extinction: garnachas, tempranillos or gracianos from old and wise vines, which produce fruit capable of building living, expressive and long-lasting wines.Read more",https://www.krisshop.com/en/product/96f9d7e240f1027a/proelio-crianza-tempranillo-rioja-2016.html
CLARENDELLE,"Product Weight1.5 kgFounded in 1935 by Mr Clarence Dillon, Domaine Clarence Dillon first purchased the legendary Chateau Haut-Brion estate in Pessac-Leognan, and later on, its neighboring estate Chateau La Mission Haut-Brion in 1983.The family wrote a new chapter to the Dillon family’s heritage in 2005 by establishing “Clarendelle”, a premium Bordeaux experience without a steep price tag. A guarantee of quality, Clarendelle wines are made and aged by winemakers from Chateau Haut-Brion and Chateau La Mission Haut-Brion.Tasting Notes2015: A delicious vintage! The wines have a deep garnet-red colour and feature excellent balance. They also have noticeable, but moderate acidity as well as crunchy ripe red fruit flavours, along with hints of spice and liquorice.The tannin is round, smooth, and velvety. The delicious aftertaste is rich and concentrated.Grapes VarietiesMerlot, Cabernet Sauvignon, Cabernet FrancCountryFranceSize750 ml",CLARENDELLE ROUGE BY HAUT BRION - 2015,,36.0051.00,"Founded in 1935 by Mr Clarence Dillon, Domaine Clarence Dillon first purchased the legendary Chateau Haut-Brion estate in Pessac-Leognan, and later on, its neighboring estate Chateau La Mission Haut-Brion in 1983.The family wrote a new chapter to the Dillon family’s heritage in 2005 by establishing “Clarendelle”, a premium Bordeaux experience without a steep price tag. A guarantee of quality, Clarendelle wines are made and aged by winemakers from Chateau Haut-Brion and Chateau La Mission Haut-Brion.Read more",https://www.krisshop.com/en/product/41e6147c025ddfce/clarendelle-rouge-by-haut-brion-2015.html
DOMAINE BAILLY REVERDY,"Product Weight1.5 kgDomaine Bailly-Reverdy produces classic, letter-perfect Sancerre. The domaine was created in 1988 but the vineyards have been in the family since the turn of the century. The current generation, led by Franck Bailly, and most recently his nephew Aurelien, has continued the family’s tradition and improved upon it with remarkable consistency and quality. The domaine works 22 hectares of vines that are all planted in the appellation of Sancerre. Five hectares are in the celebrated village of Chavignol with plots on the best hillsides of Sancerre – Les Monts Damnés, Les Comtesses, and Les Bouffants.Tasting Notes :Beautiful light ruby colour. Very nice nose with small red fruits : raspberry, strawberry, red currant. Very lively in the mouth. Powerful red fruit aromas, echoing the expressions perceived on the nose. A really pleasant and enjoyable wine, to be just like “biting into the grapes themselves”. Very nice finish. Definitely fresh and elegant. This rosé wine will perfectly go with summer salads, barbecued meats, pizzas, pasta.Grape Varietal :Pinot NoirCountry :FranceSize :750 ml",DOMAINE BAILLY REVERDY 'MERCY DIEU' ROSE - PINOT NOIR - SANCERRE - 2019,,44.8569.00,"Domaine Bailly-Reverdy produces classic, letter-perfect Sancerre. The domaine was created in 1988 but the vineyards have been in the family since the turn of the century. The current generation, led by Franck Bailly, and most recently his nephew Aurelien, has continued the family’s tradition and improved upon it with remarkable consistency and quality. The domaine works 22 hectares of vines that are all planted in the appellation of Sancerre. Five hectares are in the celebrated village of Chavignol with plots on the best hillsides of Sancerre – Les Monts Damnés, Les Comtesses, and Les Bouffants.Read more",https://www.krisshop.com/en/product/1db595e1fc41e0e8/domaine-bailly-reverdy-mercy-dieu-rose-pinot-noir-sancerre-2019.html
DOM PERIGNON,"Product Weight0 kgOn the nose, aromas of almond and powdered cocoa develop gradually into white fruit with hints of dried flowers. Classic toasted notes give a rounded finish and denote a fully realized maturity. On the palate, the wine instantly traces an astoundingly fine line between density and weightlessness. Its precision is extreme, tactile, dark and chiselled. The full taste lingers with the utmost elegance on a sappy, spicy note.  0.75 Litre.",DOM PERIGNON BRUT - 2010,,208.00250.00,"On the nose, aromas of almond and powdered cocoa develop gradually into white fruit with hints of dried flowers. Classic toasted notes give a rounded finish and denote a fully realized maturity. On the...Read more",https://www.krisshop.com/en/product/37190b0ba7f7dfaa/dom-perignon-brut-2010.html
SAITO,"Product Weight10 kgSAITO SUPER PREMIUM JUNMAI DAIGINJO is valuable premium sake, made in kyoto, with elegant fruity aroma such as peach and banana. This sake is made from 35% polished YAMADANISHIKI rice.  Aroma: Elegant fruity aroma - peach & banana. Palate: Moderate umami. Finish: Gentle and smooth finish. RPR (Rice Polishing Ratio): 35% Acidity: 1.8 SMV (Sake Meter Value): -3",SAITO SUPER PREMIUM JUNMAI DAIGINJO - 0.75 L,,112,"SAITO SUPER PREMIUM JUNMAI DAIGINJO is valuable premium sake, made in kyoto, with elegant fruity aroma such as peach and banana.Read more",https://www.krisshop.com/en/product/3081074cd2d320fa/saito-super-premium-junmai-daiginjo.html
DOMAINE CAPMARTIN,"Product Weight1.5 kgThe history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops.With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Tasting Notes :Black color, purple reflections. Characterized nose, blackcurrant, blackberries, soot, floral note, elegant toasted oak. On the palate, a slender, concentrated, dense, very alert wine, in full adolescence. Very promising. We will wait impatiently for its maturity.Grape Varieties :Tannat, Cabernet SauvignonCountry :FranceSize :750 ml",DOMAINE CAPMARTIN LES VIEILLES VIGNES - TANNAT/CABERNET - MADIRAN - 2016,,37.7058.00,"The history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops. With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Read more",https://www.krisshop.com/en/product/2e4009e2056783cb/domaine-capmartin-les-vieilles-vignes-tannat-cabernet-madiran-2016.html
BOTTEGA SPA,"Product Weight7.5 kgBottega Gold is a Prosecco DOC, obtained by the vinification of Glera grapes. The elegance, freshness and liveliness of its bubbles stem from the beauty and tradition of its territory, where unmistakable panoramas are shaped by vineyards.Tasting Note : Bouquet: elegantly floral and fruity, with clear hints of ripe apple. This aroma is typical of organic grapes, which tend to a slight oxidationTaste:  fresh, delicate, soft, with a pleasant acidityGrape Varietal : GleraCountry : Italy Size : 750 ml",BOTTEGA 'GOLD' BRUT  - PROSECCO DOC SPUMANTE - 2019,,51,"Bottega Gold is a Prosecco DOC, obtained by the vinification of Glera grapes. The elegance, freshness and liveliness of its bubbles stem from the beauty and tradition of its territory, where unmistakable panoramas are shaped by vineyards.Read more",https://www.krisshop.com/en/product/9e330c146eef30d8/bottega-gold-brut-prosecco-doc-spumante-nv.html
LOUIS LATOUR,"Product Weight0 kgTasting Note: A pale yellow colour, the Burgundy Aligoté reveals a very aromatic nose of fresh almonds and quince. This balanced and straight wine has a lovely mineral taste on the finish. Region: Bourgogne.Grape: 100% Aligote.Country: France.",LOUIS LATOUR - ALIGOTE - BOURGOGNE ALIGOTE - 2019,,42,"Tasting Note: A pale yellow colour, the Burgundy Aligoté reveals a very aromatic nose of fresh almonds and quince. This balanced and straight wine has a lovely mineral taste on the finish. Region: Bourgogne.Grape: 100% Aligote.Country: France.Read more",https://www.krisshop.com/en/product/c341cd2fde16b34b/louis-latour-aligote-bourgogne-aligote-2019.html
CHATEAU BOYD CANTENAC,"Product Weight1 kgChâteau Boyd-Cantenac is a winery in the Margaux appellation of the Bordeaux region of France. The wine produced here was classified as one of fourteen Troisièmes Crus (Third Growths) in the historic Bordeaux Wine Official Classification of 1855. The vineyard, totalling 46 acres (190,000 m2), is planted with Cabernet Sauvignon, Merlot, Cabernet Franc, and Petit Verdot and abuts other Margaux châteaux, including Château Brane-Cantenac and Château Kirwan. Producing annually 5,000-6,000 cases, Boyd Cantenac makes in addition to its Grand vin, a second wine under the labels Jacques Boyd and Josephine de Boyd.Tasting NotesA deep bright crimson with aromas of oak, fruit compote, blackberry, smoky and vanilla. It is balanced and silky with good persistence and soft tannins.Grape Varieties70% Cabernet Sauvignon, 20% Merlot, 10% Cabernet Franc.CountryFranceSize750 ml.",JACQUES BOYD - MARGAUX - 2015,,78,"Château Boyd-Cantenac is a winery in the Margaux appellation of the Bordeaux region of France. The wine produced here was classified as one of fourteen Troisièmes Crus (Third Growths) in the historic Bordeaux Wine Official Classification of 1855. The vineyard, totalling 46 acres (190,000 m2), is planted with Cabernet Sauvignon, Merlot, Cabernet Franc, and Petit Verdot and abuts other Margaux châteaux, including Château Brane-Cantenac and Château Kirwan. Producing annually 5,000-6,000 cases, Boyd Cantenac makes in addition to its Grand vin, a second wine under the labels Jacques Boyd and Josephine de BoydRead more",https://www.krisshop.com/en/product/4f99eb424a1d65cc/jacques-boyd-margaux-2015.html
CERETTO,"Product Weight1.2 kgCeretto now owns four wineries across the region and farms over 160 hectares organically and is under the control of Bruno & Marcello’s children; Lisa, Roberto, Alessandro and Federico who continue to uphold and strengthen the company’s reputation for outstanding wines.Ceretto built up a reputation for wines of high quality and continued to invest in increased holdings in the best Crus of Barolo and Barbaresco. The wines have gained huge following across the world both within the finest restaurants and most renowned private cellars.Tasting Notes : White and sweet, it is the par excellence dessert wine. It is pale yellow in color, the intensity of which varies according to the year, intensely fruity, aromatic and lingering. The sweetness is in balance with the low alcohol (5%) and acidity, never too high, but that gives the product a pleasant freshness. It is vinified exclusively in steel tanks.Grape Varietal : MuscatCountry : Italy Size : 750 ml",CERETTO MOSCATI D'ASTI - MOSCATO - 2020,,45,"Ceretto now owns four wineries across the region and farms over 160 hectares organically and is under the control of Bruno & Marcello’s children; Lisa, Roberto, Alessandro and Federico who continue to uphold and strengthen the company’s reputation for outstanding wines.Ceretto built up a reputation for wines of high quality and continued to invest in increased holdings in the best Crus of Barolo and Barbaresco. The wines have gained huge following across the world both within the finest restaurants and most renowned private cellars.Read more",https://www.krisshop.com/en/product/1c630ef51296b961/ceretto-moscati-d-asti-moscato-2020.html
CLARENDELLE,"Product Weight1.5 kgFounded in 1935 by Mr Clarence Dillon, Domaine Clarence Dillon first purchased the legendary Chateau Haut-Brion estate in Pessac-Leognan, and later on, its neighboring estate Chateau La Mission Haut-Brion in 1983.The family wrote a new chapter to the Dillon family’s heritage in 2005 by establishing “Clarendelle”, a premium Bordeaux experience without a steep price tag. A guarantee of quality, Clarendelle wines are made and aged by winemakers from Chateau Haut-Brion and Chateau La Mission Haut-Brion.Tasting NotesSauvignon Blanc is particularly expressive with fresh fruit and citrus aromas. Sémillon accounts for a wine's voluptuousness on the palate, whereas Muscadelle contributes delightful hints of ripe fruit. Brilliant pale-yellow colour. The blend displays minerality, richness, and complexity. This wine unveils quince and ripe pear aromas. Sémillon and Muscadelle are especially assertive this year, providing attractive notes of passion fruit and lychee. The lively bouquet follows through to the palate with fresh menthol overtones. This wine is elegant, full-bodied, and long-lasting with hints of spice and liquorice.Grapes VarietiesSauvignon Blanc, Muscadelle, Semillon.CountryFranceSize750 ml",CLARENDELLE BLANC BY HAUT BRION - 2018,,36.0051.00,"Founded in 1935 by Mr Clarence Dillon, Domaine Clarence Dillon first purchased the legendary Chateau Haut-Brion estate in Pessac-Leognan, and later on, its neighboring estate Chateau La Mission Haut-Brion in 1983.The family wrote a new chapter to the Dillon family’s heritage in 2005 by establishing “Clarendelle”, a premium Bordeaux experience without a steep price tag. A guarantee of quality, Clarendelle wines are made and aged by winemakers from Chateau Haut-Brion and Chateau La Mission Haut-Brion.Read more",https://www.krisshop.com/en/product/41e2367c025a30dd/clarendelle-blanc-by-haut-brion-2018.html
DOMAINE DE GALUVAL,"Product Weight1.5 kgThe Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued.Tasting Notes :Golden reflections dress the beautiful pale yellow color of this cuvée. The nose develops aromas of ripe fruit, apricot and sage, enhanced by citrus notes. On tasting, the tension and minerality are immediate. The mouth is full-bodied and supported by a subtle aging in wood. It reveals notes of hazelnuts with a finish of elegant aromas of honey and elderflower. La Vallée 2019 is a permanent invitation to travel to the heart of the Rhone grape varieties. All in finesse and elegance, the profile is mineral with light woody notes, the pure expression of the high slope of the Gayère.Grapes Varieties :Clairette, Roussanne, ViognierCountry :FranceSize :750 ml",DOMAINE DE GALUVAL LA VALLEE - CLAIRETTE/ROUSSANNE/VIOGNIER - CAIRANNE - 2019,,58.5090.00,"The Galuval estate is one of the oldest winegrower-harvesting estates in Cairanne. Founded in 1923 by the Marchal family, he began a qualitative approach from his creation by making his own vintages and daring to bottle them. A pioneering quality approach from the beginning of the 20th century that we have continued. Read more",https://www.krisshop.com/en/product/9badd9d925c5939a/domaine-de-galuval-la-vallee-clairette-roussanne-viognier-cairanne-2019.html
DOMAINE CAPMARTIN,"Product Weight1.5 kgThe history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops.With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Tasting Notes :Purple, dark and almost opaque. On the nose, this wine is fine, greedy. Notes of candied black fruits (blackberry, blackcurrant), white pepper and a milky touch are revealed. The mouth is round, ample, with a dense substance and a velvety texture. In the finish, a dense and fruity velvety and a spicy touch.Grape Varietal :Cabernet SauvignonCountry :FranceSize :750 ml",CABERNAT - CABERNET SAUVIGNON - 2019,,38.3559.00,"The history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops. With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Read more",https://www.krisshop.com/en/product/373e02e20a96e50f/cabernat-cabernet-sauvignon-2019.html
DOMAINE CAPMARTIN,"Product Weight1.5 kgThe history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops.With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Tasting Notes :Fine notes of red and fresh fruits. The palate is supple on a well-melted fruit. An explosion of fruit and aroma for a natural cuvee Fresh and light, a wine of pleasure. This wine is unfiltered, not glued, no added sulfites.Grape Varieties :Syrah, Merlot, MalbecCountry :FranceSize :750 ml",PIMPANT - SYRAH/MERLOT/MALBEC - GASCOGNE - 2020,,32.5050.00,"The history of  Domaine Capmartin began in 1985, when Guy Capmartin decided to leave the family estate to create his own  estate .In 1987, the first cuvée of Domaine Capmartin was born: “Tradition”.Step by step, the domain is expanding and its notoriety grows, making the Convent of Maumusson today an unmissable meeting place for lovers of authentic Madiran and Pacherenc.After several years of work in personal conviction, he decided in 2010 to have his work recognized and applied for the “AB” label in order to certify his productions and promote his wines and cereal crops. With the 2013 vintage, the Domaine signs its first certified organic vintage, to the delight of its customers!Read more",https://www.krisshop.com/en/product/3733d0e20a8e3bb4/pimpant-syrah-merlot-malbec-gascogne-2020.html
PENFOLDS,"Product Weight6 kgSt Henri is a time-honoured and alternative expression of Shiraz, and an intriguing counterpoint to Grange. It is unusual among high quality Australian red wines as it does not rely on any new oak.Proudly, a wine style that hasn’t succumbed to the dictates of fashion or commerce. St Henri is rich and plush when young, gaining soft, earthy, mocha-like characters as it ages. It is matured in old, 1,460 litre vats that allow the wine to develop, imparting minimal, if any oak character.Tasting Note : Instant delivery, demands attention. Engulfs palate ... ever so deftly. No intimidation. A pure-fruited retronasal continuum from the first sniff to the post-ingestion back-palate. No gaps – call it saturation or density/compaction sans ‘bigness’ – apportioned correctly. Red and dark-fruited, a compote of fresh prune and quince. 2015 + tempered shiraz + House Style + Penfolds = an assured St Henri collectable.Grape Varietal : ShirazCountry : AustraliaSize : 750 ml.",PENFOLDS ST HENRI - SHIRAZ - 2015,,148,"St Henri is a time-honoured and alternative expression of Shiraz, and an intriguing counterpoint to Grange. It is unusual among high quality Australian red wines as it does not rely on any new oak.Proudly, a wine style that hasn’t succumbed to the dictates of fashion or commerce. St Henri is rich and plush when young, gaining soft, earthy, mocha-like characters as it ages. It is matured in old, 1,460 litre vats that allow the wine to develop, imparting minimal, if any oak character.Read more",https://www.krisshop.com/en/product/dd15c3d46f619ffd/penfolds-st-henri-shiraz-2015.html
WYNNS,"Product Weight8.32 kgWynns Black Label Cabernet is a true icon of Australian wine. First produced in 1954, it has a reputation for ageing gracefully and displaying excellent varietal and regional characteristics. The wine is produced from only the top quality 20 to 25 per cent of Cabernet Sauvignon fruit grown in our terra rossa vineyards.Tasting Notes : Impressively balanced and soft with a feeling of ripe fruit, black pepper, dry leaves and soft acidity. Polished, fine French oak stretches out the back palate and enhances the dark and brambly notes. The tannins are ‘melted’, perfectly ripe, and the finish is long, smooth, fragrant and juicy.Grape Variety : Cabernet Sauvignon.Country : AustraliaSize : 750ml",WYNNS - COONAWARRA - CABERNET SAUVIGNON - 2016,,46.4062.00,"Wynns Black Label Cabernet is a true icon of Australian wine. First produced in 1954, it has a reputation for ageing gracefully and displaying excellent varietal and regional characteristics. The wine is produced from only the top quality 20 to 25 per cent of Cabernet Sauvignon fruit grown in our terra rossa vineyards.Read more",https://www.krisshop.com/en/product/c23618d45fe8fb89/wynns-coonawarra-cabernet-sauvignon-2016.html
VEUVE CLICQUOT,"Product Weight1.77 kgThe Champagne House Veuve Clicquot Ponsardin pioneered a new type of marketing by housing its fabulous product in bottles graced with an orange-yellow label, first applied in 1877. With this revolutionary decision, the brand made a huge stride in building its reputation, becoming one of the most recognised brands among the Champagne Houses.Since then, Veuve Clicquot in Reims has joined the LVMH luxury group, which has made it one of the first Champagne brands in the world.Tasting Note : Veuve Clicquot's Brut Carte Jaune reveals a lovely colour with golden highlights with an extremely fine effervescence. The powerful nose first reveals white and dried fruit aromas before offering vanilla and brioche scents. Veuve Clicquot's Brut Carte Jaune offers a frank and dynamic attack that is harmonious and superbly fruity.Grapes Varieties : Chardonnay, Pinot Noir, Pinot MeunierCountry :FranceSize :750 ml",VEUVE CLICQUOT 'YELLOW LABEL' BRUT CHAMPAGNE,,69.9088.00,"The Champagne House Veuve Clicquot Ponsardin pioneered a new type of marketing by housing its fabulous product in bottles graced with an orange-yellow label, first applied in 1877. With this revolutionary decision, the brand made a huge stride in building its reputation, becoming one of the most recognised brands among the Champagne Houses.Since then, Veuve Clicquot in Reims has joined the LVMH luxury group, which has made it one of the first Champagne brands in the world.Read more",https://www.krisshop.com/en/product/5d66d6a872c79319/veuve-clicquot-yellow-label-brut-champagne.html
PENFOLDS,"Product Weight8.77 kgBin 8 has been crafted in the traditional Penfolds style. Ripe, balanced fruit flavours are supported by softly integrated oak resulting in an impressive, smooth red wine.  It was introduced in response to a heightened interest in shiraz and cabernet blends – a classic Australian wine style that caught the attention of the international wine media.Tasting Note : Dark cherry and forest cake fruits, earthy with touch of cigar box. A synergy between the generous shiraz flavours of across the mid-palate and the cooler fruits with the tension and structure that only cabernet sauvignon can deliver. An artful blend of complex, buoyant fruit and spice nuances backed by moreish acidity … and of course textbook firm graphite tannins. Generous mocha notes from oak maturation lend further depth and texture to the palate.Grape Varietal : Cabernet Sauvignon, Shiraz.Country : AustraliaSize : 750 ml.",PENFOLDS BIN 8 - CABERNET / SHIRAZ - 2019,,62,"Bin 8 has been crafted in the traditional Penfolds style. Ripe, balanced fruit flavours are supported by softly integrated oak resulting in an impressive, smooth red wine.  It was introduced in response to a heightened interest in shiraz and cabernet blends – a classic Australian wine style that caught the attention of the international wine media.Read more",https://www.krisshop.com/en/product/dd01dfd46f512667/penfolds-bin-8-cabernet-shiraz-2019.html
PENFOLDS,"Product Weight6 kgMax Schubert, one of Penfolds winemaking legends would gift his favourite wines to family and friends. A gesture that acknowledged the quality of a wine befitting of life’s special occasions. This generosity of spirit continues today and is celebrated with this special release of South Australian Shiraz.Tasting Note : Chocolate custard texture assists the palate to expand laterally, creating mouthfeel and viscosity. Dark cacoa dusting and mention of sweet macaroons … almond-like complexity. A taut acid spine creates focus, rhubarb succulence and slate-like on the finish. Powdery tannins and oak provide boundaries for the fruit.Grape Varietal : Shiraz.Country : AustraliaSize : 750 ml.",PENFOLDS MAX'S THE PROMISE - SOUTH AUSTRALIA - SHIRAZ - 2018,,68,"Max Schubert, one of Penfolds winemaking legends would gift his favourite wines to family and friends. A gesture that acknowledged the quality of a wine befitting of life’s special occasions. This generosity of spirit continues today and is celebrated with this special release of South Australian Shiraz.Read more",https://www.krisshop.com/en/product/dd0eefd46f5bcb93/penfolds-max-s-the-promise-south-australia-shiraz-2018.html
PERRIER JOUET,"Product Weight2.68 kg""Perrier-Jouët Belle Epoque is a true icon — a rare and elegant champagne that celebrates the art of vintage and the excellence of the Perrier-Jouët vineyard"" -Hervé Deschamps, Cellar Master.",CHAMPAGNE PERRIER JOUET BELLE EPOQUE BRUT + 2 FLUTES,,285,"""Perrier-Jouët Belle Epoque is a true icon — a rare and elegant champagne that celebrates the art of vintage and the excellence of the Perrier-Jouët vineyard"" -Hervé Deschamps, Cellar Master.Read more",https://www.krisshop.com/en/product/34a8e0200390eb44/champagne-perrier-jouet-belle-epoque-brut-2-flutes.html
WOLF BLASS,"Product Weight8.26 kgSourced from two blocks within a remarkable vineyard at the eastern end of Ebenezer Road in the Barossa Valley’s north, which features a flat to gently undulating terrain with an elevation of around 280m. The vineyard is planted in unique soils comprising Barossa ironstone, with its exceptional water-holding properties, red clays and dry alluvial sands deposited up to 50 million years ago.Tasting Note : Fleshy, opulent dimensions and a velvet plushness are defining elements on the palate, with full, firm tannins pulling everything into line and providing balance and foundation. Lingering dense fruit flavours and refined French oak enhance the finish.Grape Varietal : ShirazCountry : AustraliaSize : 750 ml.",WOLF BLASS ESTATES OF THE BAROSSA 'ST JOHN'S' - SHIRAZ - 2014,,66.0088.00,"Sourced from two blocks within a remarkable vineyard at the eastern end of Ebenezer Road in the Barossa Valley’s north, which features a flat to gently undulating terrain with an elevation of around 280m. The vineyard is planted in unique soils comprising Barossa ironstone, with its exceptional water-holding properties, red clays and dry alluvial sands deposited up to 50 million years ago.Read more",https://www.krisshop.com/en/product/c23232d45fe53f60/wolf-blass-estates-of-the-barossa-st-john-s-shiraz-2014.html
CLOUDY BAY,"Product Weight1.3 kgEstablished in 1985, Cloudy Bay was one of the first five wine makers to venture into Marlborough. At the time, it was almost an unimaginable place to set-up a vineyard. But Cloudy Bay’s founder - David Hohnen - was convinced of its potential to produce great wine and invested in the best land of the region. Since then, Marlborough has risen to become New Zealand’s leading wine region, as well as one of the finest winemaking locations in the world.Today, Cloudy Bay not only captures the essence of Marlborough but also embodies New Zealand's luxury to the world. The luxury of space and time, of intimate moments and nature’s rarest qualities.Tasting Note : A classically elegant pinot noir from Cloudy Bay's finest Marlborough vineyards. The 2018 vintage blends complex aromas of native New Zealand fruits with silky tannins and juicy acidity.2018 was a year of mixed conditions: a warm and dry December, followed by periods of rain close to the harvest. Even so, the grapes that arrived in the winery were of excellent quality and balance.Grape Varietal : Pinot NoirCountry : New ZealandSize : 750 ml",CLOUDY BAY - MARLBOROUGH - PINOT NOIR - 2018,,68,"Established in 1985, Cloudy Bay was one of the first five wine makers to venture into Marlborough. At the time, it was almost an unimaginable place to set-up a vineyard. But Cloudy Bay’s founder - David Hohnen - was convinced of its potential to produce great wine and invested in the best land of the region. Since then, Marlborough has risen to become New Zealand’s leading wine region, as well as one of the finest winemaking locations in the world.Today, Cloudy Bay not only captures the essence of Marlborough but also embodies New Zealand's luxury to the world. The luxury of space and time, of intimate moments and nature’s rarest qualities.Read more",https://www.krisshop.com/en/product/edd2de90137b33b2/cloudy-bay-marlborough-pinot-noir-2018.html
MARTINI,"Product Weight1 kgFrom the foothills of Veneto, the aromatic Glera grapes are blended by our Wine Master with Chardonnay and Pinot Noir to create this fresh, lively Prosecco. The D.O.C. designation places our wines right in the heart of traditional Prosecco country.Tasting notes﻿With notes of apple and thyme, this crisp, dry sparkling wine works equally well for everyday celebrations as for aperitivo.",MARTINI PROSECCO,,28,"From the foothills of Veneto, the aromatic Glera grapes are blended by our Wine Master with Chardonnay and Pinot Noir to create this fresh, lively Prosecco. The D.O.C. designation places our wines right in the heart of traditional Prosecco country.Tasting notes﻿With notes of apple and thyme, this crisp, dry sparkling wine works equally well for everyday celebrations as for aperitivo.Read more",https://www.krisshop.com/en/product/4f3d3b0efb565566/martini-prosecco.html
