brand,date_added,description,name,regular_price,sale_price,short_description,url
D' Arenberg,,"Description

Since 1912 the Osborn Family have grown grapes and made wine in the picturesque surrounds of McLaren Vale. Today fourth generation family member Chester Osborn is at the winemaking helm, making distinctive wines using traditional methods in the winery and the vineyard. The label with the red stripe has earned an enviable reputation worldwide and can be found in over 60 countries.",D’ Arenberg Icons The Coppermine Road Cabernet Sauvignon,0,65,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/d-arenberg-coppermine-road-cabernet-sauvignon/
Bodegas Caro ( Lafite ),,,Domaine Baron Rothschild ( Lafite ) Caro 2017,0,92,,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-caro-2016/
D' Arenberg,,"Description

Since 1912 the Osborn Family have grown grapes and made wine in the picturesque surrounds of McLaren Vale. Today fourth generation family member Chester Osborn is at the winemaking helm, making distinctive wines using traditional methods in the winery and the vineyard. The label with the red stripe has earned an enviable reputation worldwide and can be found in over 60 countries.
The Characteristics
A classic Dead Arm in every sense of the word. The nose is brooding and
alluring, earthy notes combined with dark fruits, fennel and baking spice. The
longer this wine sits in the glass, the further it unfurls opening into notes of
sweeter berry fruit laced with more of those soily, forest floor notes.
The palate is dense and concentrated with a plethora of fruit characters, plum,
blackberry, mulberry, earth, iodine and black olive. Despite the richness and
intensity of the attack and mid palate the experience surprisingly crescendos
with a lick of spicey pepper, coupled with lovely, fined grained, textural tannins
that seem to persist in the mouth forever. Complex, savoury and moreish!",D’Arenberg Icons The Dead Arm Shiraz,0,60,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
 
The Name
Dead Arm is a vine disease caused by the
fungus Eutypa Lata that randomly affects
vineyards all over the world. Often vines
affected are severely pruned or replanted. One
half, or an ‘arm’ of the vine slowly becomes
reduced to dead wood. That side may be
lifeless and brittle, but the grapes on the other
side, while low yielding, display amazing
intensity.",https://www.asherbws.com/product/darenberg-dead-arm-shiraz/
Wine Promotion,,,Domaine Faiveley Bourgogne Pinot Noir,0,38,,https://www.asherbws.com/product/domaine-faiveley-bourgogne-pinot-noir/
Wine Promotion,,,Domaine Faiveley Bourgogne Chardonnay,0,38,,https://www.asherbws.com/product/domaine-faiveley-bourgogne-chardonnay/
Wine Promotion,,"Description

Choose Any 12 Bottles Combination from the following

Domaine Baron Rothschild ( Lafite ) Los Vascos Cabernet Sauvignon
Domaine Baron Rothschild ( Lafite ) Los Vascos Sauvignon Blanc
Domaine Baron Rothschild ( Lafite ) Los Vascos Chardonnay",Domaine Baron Rothschild (Lafite) Los Vascos x 12 Bottles Bundle,0,342,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-los-vascos-x-12-bottles-bundle/
Wine Promotion,,,Domaine Baron Rothschild (lafite) Legende R Bordeaux x 12 Bottles Bundle,0,342,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/domaine-baron-rothschild-legende-r-bordeaux-x-12-bottles-bundle/
Wine Promotion,,"Description

Choose Any 6 Bottles Combination from the following

Domaine Baron Rothschild ( Lafite ) Los Vascos Cabernet Sauvignon
Domaine Baron Rothschild ( Lafite ) Los Vascos Sauvignon Blanc
Domaine Baron Rothschild ( Lafite ) Los Vascos Chardonnay",Domaine Baron Rothschild (Lafite) Los Vascos x 6 Bottles Bundle,0,180,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-los-vascos-x-6-bottles-bundle/
Wine Promotion,,,Domaine Baron Rothschild Legende R Bordeaux x 6 Bottles Bundle,0,180,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/domaine-baron-rothschild-legende-r-bordeaux-x-6-bottles-bundle/
Wine Promotion,,,Domaine Baron Rothschild (Lafite) Legende R Bordeaux Rouge,0,31.5,,https://www.asherbws.com/product/domaine-baron-rothschild-llafite-egende-r-bordeaux-rouge/
Wine Promotion,,,Domaine Baron Rothschild (Lafite) Los Vascos Chardonnay,0,31.5,,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-los-vascos-chardonnay/
Wine Promotion,,,Domaine Baron Rothschild (Lafite) Legende R Bordeaux Blanc,0,31.5,,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-legende-r-bordeaux-blanc/
Wine Promotion,,,Domaine Baron Rothschild (Lafite) Los Vascos Sauvignon Blanc,0,31.5,,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-los-vascos-sauvignon-blanc/
Wine Promotion,,,Graffigna Centenario Pinot Grigio Reserve x 6 Bottles,0,162,,https://www.asherbws.com/product/graffigna-centenario-pinot-grigio-reserve-x-6-bottles/
Wine Promotion,,,Domaine Baron Rothschild (Lafite) Los Vascos Cabernet Sauvignon,0,31.5,,https://www.asherbws.com/product/domaine-baron-rothschild-lafite-los-vascos-cabernet-sauvignon/
Graffigna,,"Description

Tasting notes: Bright clear gold. Hints of jasmine and notes of white fruits like peach and apricot, with a refined finish.”",Graffigna Centenario Pinot Grigio Reserve,0,28,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/graffigna-centenario-pinot-grigio/
Fattoria Le Pupille,,,Fattoria Le Pupille Morellino Di Scanasano DOCG,0,43,,https://www.asherbws.com/product/fattoria-le-pupille-morellino-di-scanasano-docg/
Wine Promotion,,,E.Guigal Cote Du Rhone Rouge,0,36,,https://www.asherbws.com/product/e-guigal-cote-du-rhone-rouge/
Wine Promotion,,,E.Guigal Cote Du Rhone Blanc,0,36,,https://www.asherbws.com/product/e-guigal-cote-du-rhone-blanc/
Wine Promotion,,,E.Guigal Cote Du Rhone x 6 Bottles Bundle,0,204,,https://www.asherbws.com/product/e-guigal-cote-du-rhone-x-6-bottles-bundle/
Wine Promotion,,"Description

Choose 12 Bottles From the Following

Dourthe Beau Mayne Bordeaux Rouge ( Cabernet Merlot )
Dourthe Beau Mayne Bordeaux Blanc ( Sauvignon Blanc Semillon )",Dourthe Beau Mayne Bordeaux x 12 Bottles Bundle,0,330,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/dourthe-beau-mayne-bordeaux-x-12-bottles-bundle/
Wine Promotion,,"Description

Choose 6 Bottles From the Following

Dourthe Beau Mayne Bordeaux Rouge ( Cabernet Merlot )
Dourthe Beau Mayne Bordeaux Blanc ( Sauvignon Blanc Semillon )",Dourthe Beau Mayne Bordeaux x 6 Bottles Bundle,0,174,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/dourthe-beau-mayne-bordeaux-x-6-bottles-bundle/
Wine Promotion,,,E.Guigal Cote Du Rhone x 12 Bottles Bundle,0,384,,https://www.asherbws.com/product/e-guigal-cote-du-rhone-x-12-bottles-bundle/
Domaine & Maison,,,Domaine & Maison Les Alexandrins Cote Du Rhone,0,39,,https://www.asherbws.com/product/domaine-maison-les-alexandrins-cote-du-rhone/
Wine Promotion,,,Dourthe Beau Mayne Bordeaux Sauvignon Blanc Semillon,0,32,,https://www.asherbws.com/product/dourthe-beau-mayne-bordeaux-sauvignon-blanc-semillon/
Wine Promotion,,,Dourthe Beau Mayne Bordeaux Cabernet Merlot,0,32,,https://www.asherbws.com/product/dourthe-beau-mayne-bordeaux-cabernet-merlot/
Jules Taylor,,"Description

Choose Any 6 Bottles From The Following 
Jules Taylor Better Half Pinot Noir
Jules Taylor Better Half Sauvignon Blanc",https://www.asherbws.com/product/villa-maria-lightly-sparkling-sauvignon-blanc/,0,324,,https://www.asherbws.com/product/jules-taylor-the-better-half-x-12-bottles/
Grant Burge,,"Description

Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark Chardonnay,0,30,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/grant-burge-benchmark-chardonnay-2/
Jules Taylor,,,Jules Taylor Chardonnay,0,38,,https://www.asherbws.com/product/jules-taylor-chardonnay/
Jules Taylor,,"Description

The vintage began with a warm dry spring allowing for strong growth and providing the perfect conditions for the first half of flowering. Cooler temperatures towards the end of the flowering period reduced the fruit set which lead to moderate sized yields being set for the season ahead. A near drought prevailed during the following month until rain in late January saved the growing season giving the vines a well-earned boost going into verasion. The fruit was slower to ripen this year but was able to reach physiological ripeness at a lower sugar level creating a lovely balance in acidity.
Tasting Notes:
colour: Bright and lively ruby red
nose:This fruit-driven Pinot Noir is generous on the nose showing dark cherry, black doris plum, and vibrant red raspberry and cranberry aromas which gradually open to reveal subtle dried thyme notes and hints of cocoa.
palate:With a palate full of vibrant bright fruit, this wine exhibits plum, cherry and cranberry flavours, well balanced with earthy, savoury undertones with a delightful layer of chocolate.",Jules Taylor – The Better Half Pinot Noir,0,31,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/better-half-pinot-noir/
Jules Taylor,,,Jules Taylor Pinot Noir,0,39,,https://www.asherbws.com/product/jules-taylor-pinot-noir/
Jules Taylor,,,Jules Taylor Marlborough Sauvignon Blanc,0,38,,https://www.asherbws.com/product/jules-taylor-marlborough-sauvignon-blanc/
Jules Taylor,,"Description

The vintage began with a warm dry spring allowing for strong growth and providing the perfect conditions for the first half of flowering. Cooler temperatures towards the end of the flowering period reduced the fruit set which lead to moderate sized yields being set for the season ahead. A near drought prevailed during the following month until rain in late January saved the growing season giving the vines a well-earned boost going into verasion. The fruit was slower to ripen this year but was able to reach physiological ripeness at a lower sugar level creating a lovely balance in acidity.
Tasting Notes:
colour: Pale Straw
nose: Vibrant and zesty stone fruit aromas of peach, apricot and nectarine along with an intriguing layer of elderflower.
palate:This crisp and characteristically Marlborough Sauvignon Blanc lively citrus on its palate; which is also generously layered with mouth-watering tropical fruit flavours of pineapple and guava. The firm acid backbone provides great structure and lasting persistence of flavour.",Jules Taylor – The Better Half Sauvignon Blanc,0,28,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/better-half-sauvignon-blanc/
Grant Burge,,"Description

Choose Any 6 Bottles Combination Between the Following Wines.

Grant Burge Benchmark Chardonnay
Grant Burge Benchmark Sauvignon Blanc Semillon
Grant Burge Benchmark Cabernet Sauvignon
Grant Burge Benchmark Merlot
Grant Burge Benchmark Shiraz

Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark x 6 Bottles Bundle,0,179,"NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
Please indicate wine types on the note section when you check out.",https://www.asherbws.com/product/grant-burge-benchmark-x-6-bottles-bundle/
Grant Burge,,"Description

Choose Any 12 Bottles Combination Between the Following Wines.

Grant Burge Benchmark Chardonnay
Grant Burge Benchmark Shiraz
Grant Burge Benchmark Sauvignon Blanc Semillon

 
Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark x 12 Bottles Bundle,0,312,"NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
Please indicate wine types on the note section when you check out.",https://www.asherbws.com/product/grant-burge-benchmark-x-12-bottles-bundle/
Grant Burge,,"Description

Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark Cabernet Sauvignon,0,30,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/grant-burge-benchmark-cabernet-sauvignon-2/
Grant Burge,,"Description

Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark Semillon / Sauvignon Blanc,0,30,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/grant-burge-benchmark-semillon-sauvignon-blanc/
Grant Burge,,"Description

Grant Burge is a fifth-generation Barossa Vigneron. Throughout his career, Grant has been one of the most respected and innovative forces in the Australian wine industry. The history of the Burge family and their long association with winemaking in the region can be traced back to March 1855, when noted tailor John Burge immigrated to the Barossa from Hillcot, near Pewsey in Wiltshire, England with his wife Eliza and their two sons.",Grant Burge Benchmark Shiraz,0,32,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/grant-burge-benchmark-shiraz-2/
Mcguigan,,,Mcguigan Black Label Sauvignon Blanc,0,21,,https://www.asherbws.com/product/mcguigan-black-label-sauvignon-blanc/
Jules Taylor,,"Description

Choose Any 6 Bottles From The Following 
Jules Taylor Chardonnay
Jules Taylor Pinot Noir
Jules tayulor Sauvignon Blanc",Jules Taylor x 6 Bottles Bundle,0,213,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/jules-taylor-x-6-bottles-bundle/
Mcguigan,,,Mcguigan Black Label Merlot,0,21,,https://www.asherbws.com/product/mcguigan-black-label-merlot/
Mcguigan,,,Mcguigan Black Label Shiraz,0,26,,https://www.asherbws.com/product/mcguigan-black-label-shiraz/
Mcguigan,,,Mcguigan Black Label Moscato,0,21,,https://www.asherbws.com/product/mcguigan-black-label-moscato/
Mcguigan,,,Mcguigan Black Label Chardonnay,0,21,,https://www.asherbws.com/product/mcguigan-black-label-chardonnay/
Mcguigan,,,Mcguigan Black Label Cabernet Sauvignon,0,21,,https://www.asherbws.com/product/mcguigan-black-label-cabernet-sauvignon/
Lindemans,,"Description

Choose Any 12 Bottles Combination Between

Lindemans Premier Selection Chardonnay
Lindemans Premier Selection Shiraz Cabernet",Lindemans Premier Selection x 12 Bottles Bundle,0,228,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/lindemans-premier-selection-x-12-bottles-bundle/
Lindemans,,"Description

Choose Any 6 Bottles Combination Between

Lindemans Premier Selection Chardonnay
Lindemans Premier Selection Shiraz Cabernet",Lindemans Premier Selection x 6 Bottles Bundle,0,123,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/lindemans-premier-selection-shiraz-cabernet/
Lindemans,,,Lindemans Premier Selection Shiraz Cabernet,0,22,,https://www.asherbws.com/product/lindemans-premier-selection-shiraz-cabernet-2/
Lindemans,,,Lindemans Premier Selection Chardonnay,0,22,,https://www.asherbws.com/product/lindemans-premier-selection-chardonnay/
South Africa,,,Kanonkop Stellenbosch Cabernet Sauvignon,0,54,,https://www.asherbws.com/product/kanonkop-stellenbosch-cabernet-sauvignon/
Ochagavia,,"Description

Vina Ochagavia is one of the oldest Chilean wine brands. The founder, Sylvestre Ochagavia was a man of enterprising spirit who, on visiting Europe to study the new trends in winemaking returned with the first noble grape varieties from Bordeaux, thus becoming the father of modern Chilean winemaking. Today, Vina Ochagavia vineyards are located in the most renowned Chilean valleys. They benefit from a temperate climate ensuring an even ripening of the grapes, which ensures a high concentration of aromas and flavours.",Ochagavia Media Luna Sauvignon Blanc Semillon,0,22,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/ochagavia-media-luna-sauvignon-blanc-semillon/
Ochagavia,,"Description

Choose Any Combination of 6 Bottles for the following Wines.

Ochagavia Media Luna Cabernet Merlot
Ochagavia Media Luna Sauvignon Blanc Semillon",Ochagavia Media Luna x 6 Bottles,0,123,,https://www.asherbws.com/product/ochagavia-media-luna-x-6-bottles/
Ochagavia,,"Description

Vina Ochagavia is one of the oldest Chilean wine brands. The founder, Sylvestre Ochagavia was a man of enterprising spirit who, on visiting Europe to study the new trends in winemaking returned with the first noble grape varieties from Bordeaux, thus becoming the father of modern Chilean winemaking. Today, Vina Ochagavia vineyards are located in the most renowned Chilean valleys. They benefit from a temperate climate ensuring an even ripening of the grapes, which ensures a high concentration of aromas and flavours.",Ochagavia Media Luna Cabernet Sauvignon Merlot,0,22,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/ochagavia-media-luna-cabernet-sauvignon-merlot/
Wine Promotion,,,Nittardi Vermentino,0,36.8,,https://www.asherbws.com/product/nittardi-vermentino/
McWilliam's,,,McWilliam’s Inheritance Merlot,0,22,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/mcwilliams-inheritance-merlot/
McWilliam's,,"Description

Choose Any Combination of 12 Bottles Between the following wines
Mcwilliams Inheritance Chardonnay
Mcwilliams Inheritance Shiraz Cabernet",McWilliam’s Inheritance x 12 Bottles,0,216,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/mcwilliams-inheritance-chardonnay-x-12-bottles/
Mcguigan,,"Description

Choose 12 Bottles From The following.
Mcguigal Black Label Chardonnay
Mcguigal Black Label Sauvignon Blanc
Mcguigan Black Label Dry Red
Mcguigan Black Label Shiraz
Mcguigan Black Label Moscato
Mcguigan Black label Cabernet Sauvignon
Mcguigan Black Label Merlot",Mcguigan Black Label X 12 Bottles Bundle,0,225,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/mcguigan-black-label-x-12-bottles-bundle/
Ochagavia,,"Description

Choose Any Combination of 12 Bottles for the following Wines.
Ochagavia Media Luna Cabernet Merlot
Ochagavia Media Luna Sauvignon Blanc Semillon",Ochagavia Media Luna x 12 Bottles,0,228,,https://www.asherbws.com/product/ochagavia-media-luna-x-12-bottles/
McWilliam's,,,McWilliam’s Inheritance Chardonnay,0,22,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/mcwilliams-inheritance-chardonnay/
McWilliam's,,"Description

Choose Any Combination of 6 Bottles Between the following wines
Mcwilliams Inheritance Chardonnay
Mcwilliams Inheritance Shiraz Cabernet",McWilliam’s Inheritance x 6 Bottles,0,120,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/mcwilliams-inheritance-chardonnay-x-6-bottles/
McWilliam's,,,McWilliam’s Inheritance Shiraz Cabernet,0,22,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/mcwilliams-inheritance-shiraz-cabernet/
Mcguigan,,"Description

Choose 6 Bottles From The following. 
Mcguigal Black Label Chardonnay
Mcguigal Black Label Sauvignon Blanc
Mcguigan Black Label Dry Red
Mcguigan Black Label Shiraz
Mcguigan Black Label Moscato
Mcguigan Black label Cabernet Sauvignon
Mcguigan Black Label Merlot",Mcguigan Black Label X 6 Bottles Bundle,0,117,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/mcguigan-black-label-x-6-bottles-bundle/
Penfolds,,,Penfolds Koonunga Hill 76 Shiraz Cabernet X 12 Bottles,0,318,,https://www.asherbws.com/product/penfolds-koonunga-hill-76-shiraz-cabernet-x-12-bottles/
Penfolds,,,Penfolds Koonunga Hill 76 Shiraz Cabernet X 6 Bottles,0,168,,https://www.asherbws.com/product/penfolds-koonunga-hill-76-shiraz-cabernet-x-6-bottles/
Penfolds,,,Penfolds Bin 2 Shiraz Mataro,0,49,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/penfold-bin-2-shiraz-mouvedre/
Penfolds,,,Penfolds Bin 23 Adelaide Hills Pinot Noir,0,56,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/penfolds-bin-23-adelaide-hills-pinot-noir/
Penfolds,,,Penfolds Bin 9 Cabernet Sauvignon,0,48,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/penfolds-bin-9-cabernet-sauvignon/
Penfolds,,,Penfolds Koonunga Hill 76 Shiraz Cabernet,0,29,,https://www.asherbws.com/product/penfolds-koonunga-hill-76-shiraz-cabernet/
Penfolds,,,Penfolds Koonunga Hill Shiraz,0,28,,https://www.asherbws.com/product/penfolds-koonunga-hill-shiraz/
Penfolds,,,Penfolds Koonunga Hill Autumn Riesling X 12 Bottles,0,324,,https://www.asherbws.com/product/penfolds-koonunga-hill-autumn-riesling-x-12-bottles/
Ochagavia,,"Description

To celebrate 160 years of history, Viña Ochagavía presents its icon, Raíces Nobles a wine made by those who understand history and respect its origins. Made from old-growth vines in Alto Maipo, this Cabernet Sauvignon contains five percent Carmenère from the Rapel Valley, a blend of tradition and innovation, a tribute to its founding roots.
TASTING NOTES
Raíces Nobles, a handcrafted wine produced by those who understand history and respect origins. Intense in its ruby red colour, it smells of cherries, chocolate and vanilla, it tastes of figs and cassis and it feels like soft velvet. An elegant wine honouring its fine roots.",Ochagavia Raices Nobles Cabernet Sauvignon,0,45,"In 1851, Silvestre Ochagavía achieved his dream: to bring French classic grape varieties into Chile, among them, Cabernet Sauvignon. This inspiration gives birth to Raíces Nobles, a handcrafted wine produced by those who understand history and respect origins. Intense in its ruby red colour, it smells of cherries, chocolate and vanilla, it tastes of figs and cassis and it feels like soft velvet. An elegant wine honouring its fine roots.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/ochagavia-racies-nobles-cabernet-sauvignon/
Penfolds,,,Penfolds Koonunga Hill Autumn Riesling,0,29,,https://www.asherbws.com/product/penfolds-koonunga-hill-autumn-riesling/
Wine Promotion,,,Pieropan Calvarino Soave Classico,0,56,,https://www.asherbws.com/product/pieropan-calvarino-soave-classico-2016/
Penfolds,,,Penfolds Koonunga Hill Autumn Riesling X 6 Bottles,0,168,,https://www.asherbws.com/product/penfolds-koonunga-hill-autumn-riesling-x-6-bottles/
Rawson Retreat,,"Description

Choose 6 Bottles Combination from the following

Rawson Retreat Private Release Chardonnay
Rawson Retreat Private Release Shiraz Cabernet

 
 
 
 
 
An impressively structured wine with an unblemished purity of fruit that lingers and lingers on the finish. A creamy mid-palate completes the wine while augmenting its finely fruited expression.",Rawsons Retreat Private Release X 6 Bottles Bundle,0,120,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage. 
Please indicate wine types on the note section when you check out.",https://www.asherbws.com/product/rawson-retreat-private-release-chardonnay/
Wine Promotion,,,Rawson Retreat Private Release Shiraz Cabernet,0,22,,https://www.asherbws.com/product/rawson-retreat-private-release-shiraz-cabernet-2/
Wine Promotion,,,Rawson Retreat Private Release Chardonnay,0,22,,https://www.asherbws.com/product/rawson-retreat-private-release-chardonnay-2/
Wine Promotion,,"Description

Choose Any 6 Bottles Combination Between the Following Wines.

Pierre Jean Chardonnay
Pierre Jean Merlot",Pierre Jean x 6 Bottles Bundle,0,114,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/pierre-jean-x-6-bottles-bundle/
Wine Promotion,,,Pio Cesare Nebbiolo Langhe,0,65,,https://www.asherbws.com/product/pio-cesare-nebbiolo-langhe/
Wine Promotion,,"Description


Choose Any 12 Bottles Combination Between the Following Wines.

Pierre Jean Chardonnay
Pierre Jean Merlot",Pierre Jean x 12 Bottles Bundle,0,216,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/pierre-jean-x-12-bottles-bundle/
Wine Promotion,,,Pierre Jean Merlot,0,20,,https://www.asherbws.com/product/pierre-jean-merlot/
Wine Promotion,,,Pierre Jean Chardonnay,0,20,,https://www.asherbws.com/product/pierre-jean-chardonnay/
Wine Promotion,,,Pierre Ferraud & Fils Pinot Noir Pays DOC x 6 Bottles,0,168,,https://www.asherbws.com/product/pierre-ferraud-fils-pinot-noir-pays-doc-x-6-bottles/
Penfolds,,,Penfolds Bin 128 Coonawarra Shiraz,0,60,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/penfold-bin-128-coonawarra-shiraz-2011/
Wine Promotion,,,Pierre Ferraud & Fils Pinot Noir Pays DOC,0,30,,https://www.asherbws.com/product/pierre-ferraud-fils-pinot-noir-pays-doc/
Penfolds,,,Penfolds Bin 28 Kalimna Shiraz,0,56,,https://www.asherbws.com/product/penfold-bin-28-kalimna-shiraz-2010/
Rose Wine,,,Dom Perignon Rose Vintage 75cl ( Giftbox ),0,349,Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/dom-perignon-rose-vintage-2004/
Dom Perignon,,,Dom Perignon Vintage 2010,0,225,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/dom-perignon-vintage-2006/
Sterling Vineyards,,"Description

Sterling Napa Valley Cabernet Sauvignon
Sterling Vineyards, one of Napa Valley’s premier winery destinations, offers an array of distinct and beautifully crafted wines from its home appellation. The Sterling Vineyards Napa Valley wines show the depth, strength and incredible quality representative of California’s most famous wine region. The grapes for Sterling Vineyards Napa Valley wines are grown in 14 diverse and premium vineyards throughout the valley – from the cool southern Carneros region to the warm and rugged northernmost reaches of the valley near Calistoga. These incredible vineyards give Winemaker Harry Hansen some of the best Napa Valley fruit to select from and craft these unique, intensely flavoured and expressive wines.
Cabernet Sauvignon reigns king in the Napa Valley and the appellation excels in producing outstanding expressions of this admired varietal. Napa Valley offers an ideal combination of topography, geology and climate that enables this varietal to reach optimum ripeness, balance and finesse. The Calistoga appellation is one of the warmest areas in the valley but has extreme diurnal shifts, allowing the grapes to enjoy very cool nights which help maintain excellent acidity.
The Sterling Vineyards Napa Valley Cabernet Sauvignon is a brooding, dark garnet-red color in the glass with big fruit aromas of blackberry jam, rice plum and notes of cassis. The nose leads to a full-bodied, concentrated, richly textured palate with flavours of dried black cherry, warm caramel and a pleasing umami character. The wine is dense and offers striking fruit intensity balanced with good acidity and fine, well-integrated tannins. The wine is seamless and offers a lengthy finish that hints at its ability to age for at least the next 10 to 15 years.",Sterling Vineyards Napa Valley Cabernet Sauvignon,0,45.6,"Cabernet Sauvignon
18 months American oak, French oak and European oak.
Alc: 14.6%,, 750ml",https://www.asherbws.com/product/sterling-vineyards-napa-valley-cabernet-sauvignon/
